Date,open,high,low,close,volume
2024-09-16,214.74362792854853,215.4179946756504,212.14536768072225,214.5254669189453,59357400
2024-09-17,213.96019610771708,215.10064996456288,212.72056577105593,214.99156188964844,45519300
2024-09-18,215.7452565018275,220.86245391858552,215.7353297749969,218.8592071533203,59894900
2024-09-19,223.12351184232415,227.9134444812765,222.76649775953877,226.9713134765625,66781300
2024-09-20,228.0622053540531,231.1563174701668,225.73169454082358,226.306884765625,318679900
2024-09-23,225.4540253555904,227.54652178723228,223.9367191660146,224.59124755859375,54146000
2024-09-24,226.75316007712865,227.44736512534206,223.85738561877668,225.48377990722656,43556100
2024-09-25,223.06400902085235,225.40443143928672,222.16156973744518,224.4920654296875,42308700
2024-09-26,225.4143769570366,226.60441901953834,223.54005654723983,225.63255310058594,36636700
2024-09-27,226.56473891662026,227.61594290444046,225.41435845997736,225.90028381347656,34026000
2024-09-30,228.13162655878588,231.06707763671875,227.74486252768645,231.06707763671875,54541900
2024-10-01,227.6159583693189,227.74486962890148,221.88390914906273,224.3334197998047,63285000
2024-10-02,224.0160654907427,225.48378349827837,221.16987922367838,224.898681640625,32880600
2024-10-03,223.27228007150777,224.928424248049,221.46738631978812,223.79788208007812,34044200
2024-10-04,226.00938361911108,226.10856009308668,222.27066963907552,224.91851806640625,37245100
2024-10-07,222.63757729885364,223.81770763530983,219.49387702101052,219.85089111328125,39505400
2024-10-08,222.43925780658088,224.10531361949606,221.3979653574062,223.89706420898438,31855700
2024-10-09,223.36153007501719,227.84403724277382,222.96485445261254,227.63577270507812,33591100
2024-10-10,225.89039642732237,227.59612897487835,225.28545621996582,227.1399383544922,28183500
2024-10-11,227.39777482080956,227.5068628874906,225.4540279414576,225.66229248046875,31759200
2024-10-14,226.80274288926017,229.8076053434174,226.70358155060512,229.3811798095703,39882100
2024-10-15,231.67201972311165,235.51983687729248,230.44230106244424,231.9100341796875,64751400
2024-10-16,229.67870875165642,230.19438406287304,227.9332995992129,229.85720825195312,34082200
2024-10-17,231.49350124327563,231.91003031839952,228.60765355789445,230.22412109375,32993800
2024-10-18,234.2206797118992,234.2206797118992,232.0686835146529,233.05047607421875,46431500
2024-10-21,232.5050605584077,234.8851598599691,232.5050605584077,234.51821899414062,36254500
2024-10-22,231.94970749678197,234.2603802258017,230.67041566655348,233.9033660888672,38846600
2024-10-23,232.1381071008503,233.18931106897517,225.87052966736016,228.84564208984375,52287000
2024-10-24,228.0721096303277,228.9051525928802,226.5151420282862,228.6572265625,31109500
2024-10-25,227.83413589840254,231.28526239164006,227.6655479946858,229.4902801513672,38802300
2024-10-28,231.38443735420992,232.78272881287972,230.62082086290692,231.46376037597656,36087100
2024-10-29,231.1662428522856,232.38603471678388,230.39271482775456,231.73150634765625,35417200
2024-10-30,230.68031899274527,231.53318522639518,227.64570650368097,228.19114685058594,47070900
2024-10-31,227.43744214117888,227.92338265648337,223.50037517792762,224.03590393066406,64370100
2024-11-01,219.13688241025088,223.4805517303345,218.44269248362247,221.060791015625,65276700
2024-11-04,219.15670083339904,220.94175615916865,217.88732075932978,220.16822814941406,44944500
2024-11-05,219.9599923572388,222.09215031274817,219.3054639601429,221.59629821777344,28111300
2024-11-06,220.76325691115125,224.19455985797964,219.3550388628842,220.87234497070312,54561100
2024-11-07,222.7665321945981,225.9895710313294,222.70703236030374,225.59288024902344,42137700
2024-11-08,225.53329235935942,227.01256271730918,224.77877343219782,225.32481384277344,38328800
2024-11-11,223.37892800863307,224.07388164377818,219.90414468405433,222.61447143554688,42005600
2024-11-12,222.9321731823864,223.96467356190874,221.75074442821315,222.61447143554688,40398300
2024-11-13,222.39605879884869,225.01703765642938,221.15506473467502,223.49806213378906,48566200
2024-11-14,223.398802697962,227.22105551450989,223.3789425502784,226.57574462890625,44923900
2024-11-15,224.76885944610046,225.2851172657963,222.65421566813873,223.3789520263672,47923700
2024-11-18,223.62713486361545,228.08479108540536,223.54770942404784,226.37718200683594,44633700
2024-11-19,225.34466282087314,228.50175961033486,225.02697621656037,226.6352996826172,36211800
2024-11-20,226.4168677573381,228.2733899080337,224.2625040209905,227.35009765625,35169600
2024-11-21,227.230987838277,228.50176458087773,224.0838286281757,226.8735809326172,42108300
2024-11-22,226.4168797117104,229.05771868234922,226.4168797117104,228.21383666992188,38168300
2024-11-25,229.79240040372403,231.5694972757357,228.08479132337303,231.19223022460938,90152800
2024-11-26,231.6489234928732,233.87279036398945,231.6489234928732,233.366455078125,45986200
2024-11-27,232.78070364946953,233.99191506726265,232.12545514826604,233.2373809814453,33498400
2024-11-29,233.11826871739834,236.09665470361549,232.28432427698263,235.6201171875,28481400
2024-12-02,235.5605381566453,239.0551666028684,235.45133007089746,237.8638153076172,48137100
2024-12-03,238.08222901174219,241.01097200063165,237.17878168890522,240.90176391601562,38861000
2024-12-04,241.12019505186365,242.35126670496282,239.5118714775545,241.25918579101562,44383900
2024-12-05,242.2321233137982,242.77814859306412,240.38552350615552,241.28895568847656,40033900
2024-12-06,241.15989600483465,242.86750503393802,240.33587413565135,241.09039306640625,36870600
2024-12-09,240.08769312504634,245.4587194212017,240.00826768189094,244.9722442626953,44649200
2024-12-10,245.11124429862218,246.4217414371147,243.57240847043047,245.9849090576172,36914800
2024-12-11,246.17352158557497,248.9930565140259,244.48575750906295,244.714111328125,45205800
2024-12-12,245.11123992691697,246.94791735826738,243.90995090472455,246.1735382080078,32777500
2024-12-13,246.03453629863122,247.4939314395242,244.46591792091505,246.34230041503906,33155300
2024-12-16,246.20329464964811,249.56886987487528,245.86573275817128,249.23130798339844,51694800
2024-12-17,248.27824960945253,252.00123197197036,247.98040799068028,251.65374755859375,51356400
2024-12-18,250.34325221557475,252.44797328398425,245.95509905753715,246.2628631591797,56774100
2024-12-19,245.71683140567848,250.184410158509,245.3097817058068,247.99032592773438,60882300
2024-12-20,246.2529371403228,253.16279902630112,243.919877297432,252.65647888183594,147495300
2024-12-23,252.93444954402884,253.80809906094288,251.62395254537785,253.43084716796875,40858800
2024-12-24,253.64924013847912,256.34962902881983,253.45066898797964,256.3397216796875,23234700
2024-12-26,256.329771467171,258.2260137599804,255.77380863027113,257.1537780761719,27237100
2024-12-27,255.97238682838486,256.836144148833,251.2367643772991,253.74853515625,42355300
2024-12-30,250.4127477342041,251.67360197393796,248.9434149702759,250.38296508789062,35557500
2024-12-31,250.6212189481796,251.45516326793145,247.6328957457903,248.6157684326172,39480700
2025-01-02,247.1365264348607,247.3053149666319,240.07776640397734,242.0931396484375,55740700
2025-01-03,241.60665893554688,242.42074318433572,240.14724866814672,241.60665893554688,40244100
2025-01-06,242.54980162717402,245.54804748087855,241.4477983095151,243.23483276367188,45045600
2025-01-07,241.22939201717418,243.78088314896328,239.61114601786818,240.46495056152344,40856000
2025-01-08,240.17700647488417,241.95411831821167,238.32048434869313,240.95138549804688,37628900
2025-01-10,238.28077607985776,238.42970445265777,231.32128701842691,235.1435546875,61710900
2025-01-13,231.84746989306117,232.9792558543989,228.06492247356016,232.71119689941406,49630700
2025-01-14,233.05866854963926,234.41879309886707,230.7950967507139,231.59925842285156,39435300
2025-01-15,232.94947976770305,237.2383625727966,232.74098609709984,236.1562042236328,39832000
2025-01-16,235.63998458586752,236.29521800986595,226.38712456587973,226.61546325683594,71759100
2025-01-17,230.44762501944012,230.61639839146835,226.83385097126646,228.3230438232422,68488300
2025-01-21,222.38615194982364,222.80312416686704,217.79944241349193,221.03594970703125,98070400
2025-01-22,218.2064751614249,222.5052806842356,218.2064751614249,222.21737670898438,64126500
2025-01-23,223.12078931433723,225.39428356119052,220.6983667044382,222.04856872558594,60234800
2025-01-24,223.160517277336,224.00439930767484,219.81480209957203,221.1749267578125,54697900
2025-01-27,222.4059977899183,230.47741293083342,222.36627749626697,228.20391845703125,94863400
2025-01-28,229.1868093297106,238.45951413038736,229.1470890329199,236.5434112548828,75707600
2025-01-29,232.43322998057818,238.13188043636077,232.32402189200354,237.63548278808594,45486100
2025-01-30,236.95044029141235,239.05516137192973,235.50096771104396,235.8782196044922,55658300
2025-01-31,245.40906406001392,245.40906406001392,231.75812916176676,234.2996826171875,100959800
2025-02-03,228.33299411580026,230.15973381299622,224.0738938399255,226.36724853515625,73063300
2025-02-04,225.61272492539547,231.45036595591674,225.01704170433482,231.12274169921875,45067300
2025-02-05,226.8835194075747,230.9936915376493,226.62539807097704,230.79513549804688,39620300
2025-02-06,229.62363097431557,232.11555701043588,228.7698263631288,231.53973388671875,29925300
2025-02-07,230.92419948813392,232.31410688860944,225.622660920367,225.99000549316406,39707200
2025-02-10,228.16660736242451,229.1803610121675,225.81108525741098,226.25833129882812,33115600
2025-02-11,226.80494431220234,233.79196667406026,226.7353801285285,231.1979217529297,53718400
2025-02-12,229.7866449882993,235.5114431570428,229.2698195612854,235.42198181152344,45243300
2025-02-13,235.46174477414044,240.85854326211725,234.12993999243653,240.05349731445312,53614100
2025-02-14,239.77517912233392,244.04889519264196,239.51677402617887,243.10470581054688,40896200
2025-02-18,242.65747382373942,243.6811760890431,240.3615975750387,242.97552490234375,48822500
2025-02-19,243.16435439309654,244.50609250836237,241.6735241546838,243.37306213378906,32204200
2025-02-20,243.44265077076676,245.2713989598738,242.7966152101895,244.32720947265625,32316900
2025-02-21,244.44646835255205,247.16972378813352,243.72093519653038,244.04891967773438,53197400
2025-02-24,243.43268408373555,247.33866705271078,242.92580728065096,245.5894317626953,51326400
2025-02-25,246.48393846255715,248.47171215983582,243.41283173998391,245.52980041503906,48013300
2025-02-26,242.83637220684057,243.48239258336395,237.66816369812489,238.89064025878906,44433600
2025-02-27,237.94645181292123,240.9778097055873,235.61081167459415,235.84934997558594,41153600
2025-02-28,235.50149647860906,240.61007450668035,228.79275994472408,240.36160278320312,56833400
2025-03-03,240.31189930334125,242.53821134874983,234.66662916873,236.57489013671875,47184000
2025-03-04,236.25683384188991,238.60240725621293,233.24534293735957,234.48770141601562,53798100
2025-03-05,233.9808533299346,235.10395038542654,227.82869096216822,234.2989044189453,47227600
2025-03-06,233.00682927336524,236.4059203890797,231.73465535282332,233.89138793945312,45170400
2025-03-07,233.67273718007357,239.89446338205195,233.32487071745646,237.60853576660156,46273600
2025-03-10,234.10009611136832,234.71631625547707,222.84930513729455,226.08937072753906,72071200
2025-03-11,222.4418047589131,224.4593937721428,216.1206840338927,219.48995971679688,76137400
2025-03-12,218.7942505386503,220.39440897367027,213.5962265598192,215.653564453125,62547500
2025-03-13,214.6298526174969,215.5144112677834,207.14588618522245,208.39817810058594,61368300
2025-03-14,209.9585940343847,212.64208545758027,208.2988048386841,212.18490600585938,60107600
2025-03-17,212.00598815128762,213.904315554563,208.6864099217596,212.6917724609375,48073400
2025-03-18,212.8507852105428,213.8347233648863,210.1971094678613,211.3897705078125,42432400
2025-03-19,212.91042558181826,217.42266485537363,212.44329758558237,213.9241943359375,54385400
2025-03-20,212.6818400591608,216.16044383082547,210.9226561911479,212.79116821289062,48862900
2025-03-21,210.26669685360034,217.5021918152461,209.9884097524224,216.93568420410156,94127800
2025-03-24,219.6490147320974,220.12607621910902,217.24381014629506,219.3806610107422,44299500
2025-03-25,219.42039321145907,222.7300380772677,218.73460889257407,222.38217163085938,34493600
2025-03-26,222.1436270366165,223.64440576884627,219.12221792138408,220.1757354736328,34466100
2025-03-27,220.03661426059983,223.61461307047793,219.21168633594712,222.48158264160156,37094800
2025-03-28,220.31488968867507,222.44180687800483,216.34927581514728,216.56793212890625,39818600
2025-03-31,215.683368745432,224.24073468961828,214.90813825561798,220.77207946777344,65299300
2025-04-01,218.46626491168394,222.31260214779184,217.5618242432653,221.8256072998047,36412700
2025-04-02,219.9670353213626,223.8133724100327,219.66886624627372,222.5213165283203,35905900
2025-04-03,204.2835010267849,206.22159255986557,200.01973301812973,201.9478759765625,103419000
2025-04-04,192.70471987275084,198.65810753704542,186.19475800144227,187.22840881347656,125910900
2025-04-07,176.1167553732534,192.96313526897592,173.55252535537636,180.35072326660156,160466300
2025-04-08,185.55865310846366,189.17640027021665,168.17558356470508,171.36595153808594,120859500
2025-04-09,170.8988481608281,199.38365014436008,170.8392173737498,197.63441467285156,184395900
2025-04-10,187.9141974958541,193.5892830219747,181.88129692496375,189.2559356689453,121880000
2025-04-11,184.96235041538483,198.32017705332044,184.92258644836306,196.9386749267578,87435900
2025-04-14,210.14743595954587,211.63826622013798,199.9302804535287,201.28196716308594,101352900
2025-04-15,200.62597928160577,202.26588634734406,198.5785750100267,200.90426635742188,51343900
2025-04-16,197.1473909296092,199.47308245703653,191.19400339685228,193.0823974609375,59732400
2025-04-17,195.99447418061752,197.61451451967758,193.2314700862815,195.77581787109375,52164700
2025-04-21,192.08851517151226,192.6152739871965,188.64966000796989,191.97918701171875,46742500
2025-04-22,194.92108593270402,200.3576482646354,194.77200897005906,198.5189666748047,52976400
2025-04-23,204.7406939661261,206.72846769395255,201.56025903470575,203.34925842285156,52929200
2025-04-24,203.63746952607698,207.55338601533765,201.69939326414854,207.09619140625,47311000
2025-04-25,205.10842646651815,208.46776890662989,204.9394675201618,208.00064086914062,38222300
2025-04-28,208.71623364812058,210.2070638884643,206.1917677806294,208.85537719726562,38743100
2025-04-29,207.4142395090872,210.94254069563792,207.09618845243054,209.91883850097656,36827600
2025-04-30,208.0205233254963,212.2743578831654,205.4065960245207,211.20095825195312,52286500
2025-05-01,207.80187477964563,213.2483707428857,207.62296725165953,212.01596069335938,57365700
2025-05-02,204.83013207172814,205.72463931330321,200.92416412992952,204.09466552734375,101010600
